,doc_name,qualifications,specialities,verification_label,practo_score,practo_votes,description,clinics
242,Dr. Arif Shaikh Mohammed,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Arif Shaikh Mohammed is an Ophthalmologist/ Eye Surgeon in Nagpada, Mumbai. Dr. Arif Shaikh Mohammed practices at Shaikh's Eye Clinic in Nagpada, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Arif Shaikh Mohammed on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Nagpada', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': 'Shop No.22, Kd Building 1st Floor, Opposite Sagar Hotel, Nagpada, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/shaikh-s-eye-clinic-nagpada', 'clinic_timings': ' MON - SAT 5:30 PM - 8:30 PM ', 'clinic_name': ""Shaikh's Eye Clinic""}}"
243,Dr. Ashish Doshi,"MBBS, MS - Ophthalmology, FAICO (Fellow of All India Collegium of Ophthalmology)","Ophthalmologist/ Eye Surgeon, 15 Years Experience",Not Verified,Not Scored,0.0,"Dr. Ashish Doshi is a skilled Paediatric Ophtalmologist and is devoted to the eye care and welfare of children. <br/>He received his medical degree from the prestigious Seth GS Medical College & KEM Hospital, and Masters in Surgery in Ophthalmology from BJ Medical College, Ahmedabad. He underwent further training in Paediatric Ophthalmology-Retinopathy of Prematurity from LV Prasad Eye Hospital, Hyderabad You can get the phone number of Dr. Ashish Doshi on Practo.com.","{'1': {'city': 'Thane', 'locality': 'Naupada', 'clinic_geo_coordinates': {'latitude': 19.186643, 'longitude': 72.96733}, 'clinic_address': 'M G road, Naupada, Thane, Thane', 'clinic_url': 'https://www.practo.com/thane/hospital/thane-eye-care-hospital-thane-west', 'clinic_timings': ' MON - SAT 9:00 AM - 9:00 PM ', 'clinic_name': 'Thane Eye-Care Hospital'}, '0': {'city': 'Mumbai', 'locality': 'Chembur', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': '2 A , 11 Road , Sringar Building, Chembur. Lanmdark: Near Chembur Post Office, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/horizon-eye-hospital-chembur', 'clinic_timings': ' MON - SAT 10:00 AM - 9:00 PM ', 'clinic_name': 'Horizon Eye Hospital'}, '3': {'city': 'Mumbai', 'locality': 'Santacruz West', 'clinic_geo_coordinates': {'latitude': 19.085520553419165, 'longitude': 72.83763885498047}, 'clinic_address': 'Swami Vivekanand Road, Landmark : Next to Reliece Mart & Vijaya Sales, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/surya-mother-and-child-care-santacruz-west', 'clinic_timings': ' MON - SUN 6:00 AM - 10:00 PM ', 'clinic_name': 'Surya Mother and Child Super Speciality Hospital'}, '2': {'city': 'Mumbai', 'locality': 'Wadala', 'clinic_geo_coordinates': {'latitude': 19.0429695, 'longitude': 72.8937895}, 'clinic_address': '#5, Safal Ganga , Chembur Camp,Chembur. Landmark: Opposite Collectors Colony, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/universal-eye-clinic-chembur', 'clinic_timings': ' MON - SAT 9:30 AM - 1:00 PM5:30 PM - 9:30 PM ', 'clinic_name': 'Universal Eye Clinic'}}"
244,Dr. Rahul Agrawal,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Rahul Agrawal is an Ophthalmologist/ Eye Surgeon in Malad West, Mumbai. Dr. Rahul Agrawal practices at Rahul Eye Clinic in Malad West, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Rahul Agrawal on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Malad West', 'clinic_geo_coordinates': {'latitude': 19.175108, 'longitude': 72.844823}, 'clinic_address': 'Shop No 9, Swami Vivekananda Road, Sunder Nagar, Malad West, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/rahul-eye-clinic-malad-west', 'clinic_timings': ' MON, THU 2:00 PM - 4:00 PM8:00 PM - 9:00 PM TUE - WED, FRI - SAT 4:00 PM - 9:00 PM ', 'clinic_name': 'Rahul Eye Clinic'}}"
245,Dr. Nita Shanbhag,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Nita Shanbhag is an Ophthalmologist/ Eye Surgeon in Mulund West, Mumbai. Dr. Nita Shanbhag practices at Omkar Eye Care Centre in Mulund West, Mumbai. She completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Nita Shanbhag on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Mulund West', 'clinic_geo_coordinates': {'latitude': 19.177124, 'longitude': 72.960274}, 'clinic_address': 'Block No 302/303,Koteshwar Plaza,  Junction Of RHB Road , Mulund West. Jawaharlal Nehru Road, Landmark: Near ICICI Bank, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/omkar-eye-care-centre-mulund-west', 'clinic_timings': ' MON - SAT 4:30 PM - 6:30 PM ', 'clinic_name': 'Omkar Eye Care Centre'}}"
246,Dr. Preeti Kamdar,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Preeti Kamdar is an Ophthalmologist/ Eye Surgeon in Matunga, Mumbai. Dr. Preeti Kamdar practices at Jashem Eye Institute in Matunga, Mumbai. She completed MBBS and MS - Ophthalmology.<br/><br/> Service provided by the doctor is: Glaucoma Evaluation / Treatment.<br/><br/> You can get the phone number of Dr. Preeti Kamdar on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Matunga', 'clinic_geo_coordinates': {'latitude': 19.027089, 'longitude': 72.856068}, 'clinic_address': '# 358, 1st Floor, Pandorkor Road , Matunga Central Railway, Matunga. Landmark: Beside  Pramanik Alfa Showroom &  Above HDFC Bank, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/jashem-eye-institute-matunga', 'clinic_timings': ' MON - FRI 9:30 AM - 12:30 PM ', 'clinic_name': 'Jashem Eye Institute'}}"
247,Dr. SEETHARAMAN VENKATARAMAN,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. SEETHARAMAN VENKATARAMAN is an Ophthalmologist/ Eye Surgeon in Mulund, Mumbai. Dr. SEETHARAMAN VENKATARAMAN practices at Shree Ram Eye Care Centre in Mulund, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. SEETHARAMAN VENKATARAMAN on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Mulund', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': '1st Floor, BPS Plaza, Devidayal Road, Next to Devidayal Road Bus Depot, Mulund West, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/shree-ram-eye-care-centre-mulund', 'clinic_timings': ' MON - SAT 11:00 AM - 12:30 PM6:00 PM - 8:30 PM ', 'clinic_name': 'Shree Ram Eye Care Centre'}}"
248,Dr. Goyal,"MBBS, MD - Ophthalmology, Post Graduate Diploma in Ophthalmology","Ophthalmologist/ Eye Surgeon, 37 Years Experience",Not Verified,93,84.0,"Dr. Goyal is an Ophthalmologist/ Eye Surgeon in Chembur East, Mumbai and has an experience of 37 years in this field. Dr. Goyal practices at Sanjeevan - For Perfect Eyesight in Chembur East, Mumbai. He completed MBBS from ., MD - Ophthalmology from . and Post Graduate Diploma in Ophthalmology from ..<br/><br/> You can get the phone number of Dr. Goyal on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Chembur East', 'clinic_geo_coordinates': {'latitude': 19.050461452162004, 'longitude': 72.89005136486594}, 'clinic_address': 'Plot. No. 82, Gurushiva, 3rd Floor, Near Swami Vivekanand School, Sindhi Society Chembur, Mumbai, India \xe2\x80\x93 400071, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/sanjeevan-for-perfect-eyesight-borivali-west', 'clinic_timings': ' MON - WED, FRI - SAT 8:00 AM - 8:00 PM SUN 8:00 AM - 6:00 PM ', 'clinic_name': 'Sanjeevan - For Perfect Eyesight'}}"
249,Dr. Sushil D Agrawal,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Sushil D Agrawal is an Ophthalmologist/ Eye Surgeon in Bhayandar West, Mumbai. Dr. Sushil D Agrawal practices at Geeta Eye Clinic And Surgical Centre in Bhayandar West, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Sushil D Agrawal on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Bhayandar West', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': '101, Saroj Plaza, Next To Croma, Above Woodlands, Near Maxus Mall, Bhayandar West, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/geeta-eye-clinic-and-surgical-centre-bhayandar-west', 'clinic_timings': ' MON - SAT 10:00 AM - 1:00 PM3:00 PM - 9:00 PM ', 'clinic_name': 'Geeta Eye Clinic And Surgical Centre'}}"
250,Dr. Anand Ashok Shroff,"MBBS, MS - Ophthalmology, FICS",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"MS (Ophth), F.I.C.S. Fellow in International College of Surgeons Laser Vision Corrections (LASIK, Epi LASIK) Cataract (Phacoemulsification) Glaucoma. Born and raised in Mumbai, Dr. Shroff is an experienced Anterior Segment and Refractive Surgeon. His expertise extends to surgeries of LASIK and EpiLASIK, topography-guided treatments, Cataract including accommodative and toric implants, Glaucoma and Corneal disorders. An established surgeon, reputed educator and ardent researcher, he has trained several ophthalmologists from all over the world during LASIK workshops in India and Europe. Dr Shroff is one of the most experienced refractive surgeons having over 17 years of experience as a LASIK and Cataract surgeon. He has performed over 20,000 cataract surgeries and 20,000 LASIK procedures and continuing. Also a Glaucoma specialist; he runs the Glaucoma Clinic at Shroff Eye, performing various laser treatments and filtering surgeries with implants. In India, he is one of the first ophthalmologists to use advanced accommodative and multifocal lens implant technology and methods. He is the pioneer of wavefront guided and topography-guided LASIK in the country. He is the first in India and one of only few in the World to use the ‘Concerto 500 Hz laser’, one of the Safest and Fastest Lasers in the World. A former consulting surgeon of Bombay Hospital, today he works at Shroff Eye Hospital, Bandra and Shroff Eye Clinic, Marine Drive, Mumbai. Shroff Eye Hospital, with excellence in patient service for over 95 years is the First and only Eye Hospital in India to be awarded the Joint Commission International Accreditation, having been re accredited 3 times till date. The JCI is the international arm of the Joint Commission USA, which is the Gold standard in patient care that valuates quality standards of hospitals in the US. You can get the phone number of Dr. Anand Ashok Shroff on Practo.com.","{'1': {'city': 'Mumbai', 'locality': 'Marine Drive', 'clinic_geo_coordinates': {'latitude': 18.944527371879733, 'longitude': 72.82475050538778}, 'clinic_address': '86-B, Netaji Subhash Road, Marine Drive. Landmark:Govind Mahal Building 1st Floor, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/shroff-eye-clinic-marine-drive', 'clinic_timings': ' TUE, SAT 3:00 PM - 6:30 PM ', 'clinic_name': 'Shroff Eye Clinic'}, '0': {'city': 'Mumbai', 'locality': 'Bandra West', 'clinic_geo_coordinates': {'latitude': 19.075984, 'longitude': 72.877656}, 'clinic_address': '#222, S V Road,  Bandra West. Landmark: Near Suburbia Movie Time Theatre, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/shroff-eye-hospital-bandra-west', 'clinic_timings': ' MON, WED - FRI 2:00 PM - 6:30 PM ', 'clinic_name': 'Shroff Eye Hospital'}}"
251,Dr. Paritosh A Kamdar,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Paritosh A Kamdar is an Ophthalmologist/ Eye Surgeon in Matunga, Mumbai. Dr. Paritosh A Kamdar practices at Jashem Eye Institute in Matunga, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> Service provided by the doctor is: Retina Examination.<br/><br/> You can get the phone number of Dr. Paritosh A Kamdar on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Matunga', 'clinic_geo_coordinates': {'latitude': 19.027089, 'longitude': 72.856068}, 'clinic_address': '# 358, 1st Floor, Pandorkor Road , Matunga Central Railway, Matunga. Landmark: Beside  Pramanik Alfa Showroom &  Above HDFC Bank, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/jashem-eye-institute-matunga', 'clinic_timings': ' MON, FRI 9:30 AM - 6:00 PM ', 'clinic_name': 'Jashem Eye Institute'}}"
252,Dr. Raghu Krishnan,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Raghu Krishnan is an Ophthalmologist/ Eye Surgeon in Mulund East, Mumbai. Dr. Raghu Krishnan practices at Gomathi Eye Centre in Mulund East, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Raghu Krishnan on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Mulund East', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': ""101,  Navghar Rd., Mulund East. Landmark: 'Maa Durgamata' Hanuman Temple, Mumbai"", 'clinic_url': 'https://www.practo.com/mumbai/clinic/gomathi-eye-centre-mulund-east', 'clinic_timings': ' MON - SAT 10:00 AM - 1:00 PM6:00 PM - 8:30 PM ', 'clinic_name': 'Gomathi Eye Centre'}}"
253,Dr. lata Bajpai,"MBBS, DOMS, FRVS, FRCS - General Surgery","Ophthalmologist/ Eye Surgeon, 17 Years Experience",Not Verified,Not Scored,0.0,"Dr. lata Bajpai is an Ophthalmologist/ Eye Surgeon in Powai, Mumbai and has an experience of 17 years in this field. Dr. lata Bajpai practices at Vivand Eye and Retina Centre in Powai, Mumbai and Powai Polyclinic & Hospital in Powai, Mumbai. She completed MBBS, DOMS and FRVS.<br/><br/> You can get the phone number of Dr. lata Bajpai on Practo.com.","{'1': {'city': 'Mumbai', 'locality': 'Powai', 'clinic_geo_coordinates': {'latitude': 19.119677, 'longitude': 72.905081}, 'clinic_address': 'Plot No 19/A, IIT Main Gate, Powai. Landmark: Near Lakshmi Hotel, Opposite South Indian Bank, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/powai-polyclinic-hospital-powai-1', 'clinic_timings': ' MON - SAT 12:00 AM - 11:55 PM ', 'clinic_name': 'Powai Polyclinic & Hospital'}, '0': {'city': 'Mumbai', 'locality': 'Powai', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': 'Powai Hospital/Nihal Nursing home, opp IIT Main Gate,Powai, Mumbai 76, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/vivand-eye-and-retina-centre-powai-1', 'clinic_timings': ' MON - SAT 10:00 AM - 7:00 PM ', 'clinic_name': 'Vivand Eye and Retina Centre'}}"
254,Dr. Anupam Malpani,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Anupam Malpani is an Ophthalmologist/ Eye Surgeon in Santacruz West, Mumbai. Dr. Anupam Malpani practices at Malpani Eye Hospital & Laser Centre in Santacruz West, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Anupam Malpani on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Santacruz West', 'clinic_geo_coordinates': {'latitude': 19.080016, 'longitude': 72.85451}, 'clinic_address': '#G-6, B-1, Khira Nagar,Siddharath Nagar, Vakola, S V Road, Santacruz West.  Landmark: Chirag Housing Society, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/malpani-eye-hospital-laser-centre-santacruz-west', 'clinic_timings': ' MON - SAT 5:00 PM - 8:30 PM ', 'clinic_name': 'Malpani Eye Hospital & Laser Centre'}}"
255,Dr. Urmi N. Shah,"F.L.V.P.E.I, DOMS, MS - Ophthalmology, FCPS- Ophthalmology","Ophthalmologist/ Eye Surgeon, 17 Years Experience",Not Verified,Not Scored,0.0,"Dr. Urmi N. Shah is an Ophthalmologist/ Eye Surgeon in Ghatkopar East, Mumbai and has an experience of 17 years in this field. Dr. Urmi N. Shah practices at The Eye Super Specialities in Ghatkopar East, Mumbai and The Eye Super Specialities in Mulund West, Mumbai. She completed F.L.V.P.E.I from L.V. Prasad Eye Institute, Hyderabad in 2001, DOMS from College of physicians and surgeons Mumbai in 2000 and MS - Ophthalmology from KEM Hospital Mumbai in 2000.<br/><br/> She is a member of Bombay Ophthalmologists' Association (BOA), All India Ophthalmological Society and Maharashtra Ophthalmological Society. Some of the services provided by the doctor are: Neuro Ophthalmology, Cataract Surgery, Glaucoma Valve Implantation, Ocular Tumours and Eyelid Surgery etc.<br/><br/> You can get the phone number of Dr. Urmi N. Shah on Practo.com.","{'1': {'city': 'Mumbai', 'locality': 'Mulund West', 'clinic_geo_coordinates': {'latitude': 19.175749024934074, 'longitude': 72.95213162899017}, 'clinic_address': 'B-11, Chandra darshan, M G Road Corner, Above Lijjat papad, Panch Rasta, Mulund (West), 400 080, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/the-eye-super-specialities-mulund', 'clinic_timings': ' TUE, THU - FRI 5:00 PM - 6:00 PM ', 'clinic_name': 'The Eye Super Specialities'}, '0': {'city': 'Mumbai', 'locality': 'Ghatkopar East', 'clinic_geo_coordinates': {'latitude': 19.079193641136364, 'longitude': 72.90284872055054}, 'clinic_address': '201, Punit Plaza, Rajawadi,Next to Rajawadi Post Office,Ghatkopar East, Mumbai 400077, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/the-eye-superspecialities-ghatkopar-east', 'clinic_timings': ' MON - SAT 10:00 AM - 2:00 PM ', 'clinic_name': 'The Eye Super Specialities'}}"
256,Dr. Anand Subramanyam,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Anand Subramanyam is an Ophthalmologist/ Eye Surgeon in Matunga, Mumbai. Dr. Anand Subramanyam practices at Icon Laser Center in Matunga, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Anand Subramanyam on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Matunga', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': 'Hindu Colony, Icon Laser Centre, Opposite Ruia College, Matunga East, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/icon-laser-center-matunga-east', 'clinic_timings': ' MON - FRI 3:30 PM - 6:00 PM ', 'clinic_name': 'Icon Laser Center'}}"
257,Dr. Jimit Mahendra Shah,"MS - Ophthalmology, MBBS",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Jimit Mahendra Shah is an Ophthalmologist/ Eye Surgeon in Malad East, Mumbai. Dr. Jimit Mahendra Shah practices at Shah Eye Clinic & Micro Surgery Centre in Malad East, Mumbai. He completed MS - Ophthalmology and MBBS.<br/><br/> You can get the phone number of Dr. Jimit Mahendra Shah on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Malad East', 'clinic_geo_coordinates': {'latitude': 19.188052, 'longitude': 72.851701}, 'clinic_address': 'Shop No. 104  Parimal Building  , Daftary Road  Malad East. Landmark: Opposite To Radha Medical Centre, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/shah-eye-clinic-micro-surgery-centre-malad-east', 'clinic_timings': ' MON - FRI 4:30 PM - 9:00 PM SAT 10:30 AM - 1:00 PM ', 'clinic_name': 'Shah Eye Clinic & Micro Surgery Centre'}}"
258,Dr. Karobi Lahiri,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Karobi Lahiri is an Ophthalmologist/ Eye Surgeon in Marine Lines, Mumbai. Dr. Karobi Lahiri practices at Bombay Hospital & Medical Research Centre in Marine Lines, Mumbai. She completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Karobi Lahiri on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Marine Lines', 'clinic_geo_coordinates': {'latitude': 18.940787, 'longitude': 72.828101}, 'clinic_address': '12, Marine Lines, Landmark : Next to Liberty Cinema, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/bombay-hospital-medical-research-centre-marine-lines', 'clinic_timings': ' MON - SAT 9:00 AM - 9:00 PM ', 'clinic_name': 'Bombay Hospital & Medical Research Centre'}}"
259,Dr. Mugdha Ranade,"MBBS, MS - Ophthalmology, DOMS",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Mugdha Ranade is an Ophthalmologist/ Eye Surgeon in Borivali West, Mumbai. Dr. Mugdha Ranade practices at Om Eye Clinic in Borivali West, Mumbai. She completed MBBS, MS - Ophthalmology and DOMS.<br/><br/> You can get the phone number of Dr. Mugdha Ranade on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Borivali West', 'clinic_geo_coordinates': {'latitude': 19.075984, 'longitude': 72.877656}, 'clinic_address': 'G1, Bhavana Av\xc3\xa8nue,Kandarpada junction, Landmark: Near Majestic Hotel, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/om-eye-clinic-borivali-west', 'clinic_timings': ' MON - FRI 10:00 AM - 11:30 AM6:00 PM - 9:00 PM SAT 10:00 AM - 11:30 AM ', 'clinic_name': 'Om Eye Clinic'}}"
260,Dr. P R Venkateswaran,"MBBS, MS - Ophthalmology","Ophthalmologist/ Eye Surgeon, 27 Years Experience",Not Verified,Not Scored,0.0,"Dr. P R Venkateswaran is an Ophthalmologist/ Eye Surgeon in Chembur, Mumbai and has an experience of 27 years in this field. Dr. P R Venkateswaran practices at Dr. Venkateswaran's Eye & Child Clinic in Chembur, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. P R Venkateswaran on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Chembur', 'clinic_geo_coordinates': {'latitude': 19.059738, 'longitude': 72.899875}, 'clinic_address': '#305, 3rd Floor, Gagangiri Complex, 18th Road, Chembur. Landmark: Near Ambedkar Garden & Above Bharat Co-op Bank, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/uma-clinic-chembur', 'clinic_timings': ' MON - SAT 9:30 AM - 11:00 AM6:00 PM - 9:00 PM ', 'clinic_name': ""Dr. Venkateswaran's Eye & Child Clinic""}}"
261,Dr. Mansukhani Anil M,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Mansukhani Anil M is an Ophthalmologist/ Eye Surgeon in Dadar, Mumbai. Dr. Mansukhani Anil M practices at Akshi Eye Centre in Dadar, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Mansukhani Anil M on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Dadar', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': '#169/A Mayur Niwas Building,DR Ambedker Road, Dadar East. Landmark :Next To Chandu Halwai, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/akshi-eye-centre-dadar', 'clinic_timings': ' MON - FRI 11:30 AM - 12:30 PM5:00 PM - 7:00 PM ', 'clinic_name': 'Akshi Eye Centre'}}"
262,Dr. Sujal Shah,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Sujal Shah is an Ophthalmologist/ Eye Surgeon in Girgaon, Mumbai. Dr. Sujal Shah practices at Samyak Drishti Eye Centre in Girgaon, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Sujal Shah on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Girgaon', 'clinic_geo_coordinates': {'latitude': 18.956362, 'longitude': 72.813517}, 'clinic_address': '#101/A, Sukh Sagarbuilding, 1st Floor, N S Patkar Marg, Girgaon, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/samyak-drishti-eye-centre-girgaon', 'clinic_timings': ' MON - SAT 11:00 AM - 6:30 PM ', 'clinic_name': 'Samyak Drishti Eye Centre'}}"
263,Dr. Nimesh Mehta,MS - Ophthalmology,"Ophthalmologist/ Eye Surgeon, 21 Years Experience",Not Verified,95,616.0,Medical Director and Chief Consultant You can book an instant appointment with Dr. Nimesh Mehta on Practo.com.,"{'0': {'city': 'Mumbai', 'locality': 'Borivali West', 'clinic_geo_coordinates': {'latitude': 19.2339230628944, 'longitude': 72.8564693033695}, 'clinic_address': 'B/12,13,15,19 Laxmi Nivas, Painagar, Mandpeshwar Road. Landmark: Near Gokul Hotel, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/divyadrashti-eye-care-centre-borivali-west', 'clinic_timings': ' MON 10:00 AM - 1:00 PM5:00 PM - 8:00 PM TUE, THU 5:00 PM - 8:00 PM WED 10:00 AM - 12:00 PM5:00 PM - 8:00 PM FRI 3:00 PM - 6:00 PM SAT 1:00 PM - 6:00 PM ', 'clinic_name': 'Divyadrashti Eye Care Centre'}}"
264,Dr. Mukul Parekh,"MBBS, MS - Ophthalmology",Ophthalmologist/ Eye Surgeon,Not Verified,Not Scored,0.0,"Dr. Mukul Parekh is an Ophthalmologist/ Eye Surgeon in Ghatkopar East, Mumbai. Dr. Mukul Parekh practices at Parekh Eye Clinic & Child Clinic in Ghatkopar East, Mumbai. He completed MBBS and MS - Ophthalmology.<br/><br/> You can get the phone number of Dr. Mukul Parekh on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Ghatkopar East', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': '301, Madhav Apartment, Above Samrat Hotel, J. N. Road, Landmark: Opp. Railway Station, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/parekh-eye-clinic-child-clinic-ghatkopar-east', 'clinic_timings': ' MON - SAT 11:00 AM - 1:00 PM5:30 PM - 8:30 PM ', 'clinic_name': 'Parekh Eye Clinic & Child Clinic'}}"
265,Dr. Janaki kodkani,"MBBS, MS - Ophthalmology, DOMS, FCPS - Orthopedic","Ophthalmologist/ Eye Surgeon, 15 Years Experience",Not Verified,Not Scored,0.0,"Dr. Janaki kodkani is an Ophthalmologist/ Eye Surgeon in Bandra West, Mumbai and has an experience of 15 years in this field. Dr. Janaki kodkani practices at Hill Road Health Care  in Bandra West, Mumbai. She completed MBBS from Sian Hosptials in 1996, MS - Ophthalmology from Sian Hospitals in 1999 and DOMS from Sian Hosptials in 1998.<br/><br/> You can get the phone number of Dr. Janaki kodkani on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Bandra West', 'clinic_geo_coordinates': {'latitude': 19.0633099, 'longitude': 72.8257787}, 'clinic_address': 'St. Martin Road, Off Hill Road. Landmark: Behind Police Station, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/hill-road-health-care-bandra-west', 'clinic_timings': ' MON - SAT 8:00 AM - 8:00 PM ', 'clinic_name': 'Hill Road Health Care '}}"
